対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2021,和歌山,和歌山市,104,0109,負傷,0,2,2021/04/16 17:45,2021,4,16,17,45,金,その他,昼－暮,曇,市街地－人口集中,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,0～24歳,35～44歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2330814,135.1891303
2021,和歌山,和歌山市,104,0110,負傷,0,1,2021/04/27 12:12,2021,4,27,12,12,火,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,75歳以上,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2625081,135.2666172
2021,和歌山,和歌山市,104,0111,負傷,0,2,2021/04/23 10:30,2021,4,23,10,30,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,45～54歳,負傷,負傷,規制なし,標準－反射式,30㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,その他,34.2594883,135.2010992
2021,和歌山,和歌山市,104,0112,負傷,0,1,2021/05/06 18:20,2021,5,6,18,20,木,その他,昼－暮,晴,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,55～64歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2581672,135.2623825
2021,和歌山,和歌山市,104,0113,負傷,0,1,2021/04/24 14:58,2021,4,24,14,58,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,35～44歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,中破,大破,その他,その他,34.2299922,135.1967803
2021,和歌山,和歌山市,104,0114,負傷,0,1,2021/05/05 17:40,2021,5,5,17,40,水,当日,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,45～54歳,35～44歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2310483,135.1860425
2021,和歌山,和歌山市,104,0115,負傷,0,2,2021/04/01 20:55,2021,4,1,20,55,木,その他,夜－夜,晴,非市街地,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－中,直線－上り,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,45～54歳,負傷,負傷,規制なし,規制なし,指定の速度規制なし等,50㎞／ｈ以下,中破,中破,その他,その他,34.2011883,135.1893642
2021,和歌山,和歌山市,104,0116,負傷,0,1,2021/05/06 08:05,2021,5,6,8,5,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2620056,135.2028206
2021,和歌山,和歌山市,104,0117,負傷,0,2,2021/04/26 13:45,2021,4,26,13,45,月,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－大型車,貨物車－中型車,事業用,事業用,貨物車,貨物車,75歳以上,35～44歳,損傷なし,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,中破,小破,その他,その他,34.2076044,135.2374294
2021,和歌山,和歌山市,104,0118,負傷,0,1,2021/05/01 11:30,2021,5,1,11,30,土,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,55～64歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2389158,135.2415931
2021,和歌山,和歌山市,104,0119,負傷,0,1,2021/05/15 21:10,2021,5,15,21,10,土,その他,夜－夜,雨,市街地－人口集中,舗装－湿潤,単路－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両相互,二輪車－自動二輪－原付二種－51～125cc,軽車両－駆動補助機付自転車,自家用,対象外当事者,対象外当事者,対象外当事者,0～24歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,小破,小破,対象外当事者,対象外当事者,34.2501647,135.196725
2021,和歌山,和歌山市,104,0120,負傷,0,1,2021/05/01 10:30,2021,5,1,10,30,土,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－9.0m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2435656,135.1862756
2021,和歌山,和歌山市,104,0121,負傷,0,1,2021/04/26 15:28,2021,4,26,15,28,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,25～34歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2115872,135.2085469
2021,和歌山,和歌山市,104,0122,負傷,0,1,2021/04/13 21:10,2021,4,13,21,10,火,その他,夜－夜,雨,市街地－人口集中,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,25～34歳,25～34歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2009883,135.1852267
2021,和歌山,和歌山市,104,0123,負傷,0,1,2021/05/22 06:50,2021,5,22,6,50,土,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,45～54歳,25～34歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2355242,135.2029583
2021,和歌山,和歌山市,104,0124,負傷,0,1,2021/05/23 18:55,2021,5,23,18,55,日,その他,昼－暮,晴,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,75歳以上,35～44歳,損傷なし,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2623086,135.2666878
2021,和歌山,和歌山市,104,0125,負傷,0,3,2021/05/10 21:23,2021,5,10,21,23,月,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,25～34歳,35～44歳,負傷,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,装備あり 作動,装備あり 作動,34.2359908,135.1887811
2021,和歌山,和歌山市,105,0070,負傷,0,1,2021/04/23 08:55,2021,4,23,8,55,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,25～34歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2291794,135.1686575
2021,和歌山,和歌山市,105,0071,負傷,0,1,2021/04/23 08:40,2021,4,23,8,40,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－軽自動車,二輪車－自動二輪－軽二輪－126～250cc,事業用,自家用,貨物車,対象外当事者,65～74歳,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,その他,対象外当事者,34.223045,135.1595544
2021,和歌山,和歌山市,105,0072,負傷,0,1,2021/04/22 08:00,2021,4,22,8,0,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,25～34歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2062489,135.1795958
2021,和歌山,和歌山市,105,0073,負傷,0,1,2021/04/27 10:20,2021,4,27,10,20,火,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,貨物車－普通車,貨物車－普通車,自家用,自家用,貨物車,貨物車,65～74歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2388047,135.1725469
2021,和歌山,和歌山市,105,0075,負傷,0,1,2021/04/07 18:40,2021,4,7,18,40,水,その他,夜－暮,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,人対車両,軽車両－自転車,歩行者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,0～24歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,対象外当事者,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.2404617,135.1770569
2021,和歌山,和歌山市,105,0076,負傷,0,1,2021/04/16 14:00,2021,4,16,14,0,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,二輪車－一般原付自転車,二輪車－一般原付自転車,自家用,自家用,対象外当事者,対象外当事者,25～34歳,75歳以上,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,対象外当事者,対象外当事者,34.1979408,135.1688611
2021,和歌山,和歌山市,105,0077,負傷,0,1,2021/04/17 09:12,2021,4,17,9,12,土,その他,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,35～44歳,25～34歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2007842,135.1774592
2021,和歌山,和歌山市,105,0078,負傷,0,1,2021/05/06 22:43,2021,5,6,22,43,木,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央線－ポストコーン,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,65～74歳,25～34歳,負傷,損傷なし,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,中破,中破,その他,装備あり 作動,34.2381664,135.1769139
