対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2024,和歌山,紀の川市,103,156,負傷,0,1,2024/10/18 14:15,2024,10,18,14,15,金,その他,昼－昼,雨,非市街地,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,65～74歳,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2655514,135.3414514
2024,和歌山,岩出市,103,157,負傷,0,1,2024/08/14 17:40,2024,8,14,17,40,水,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,軽車両－自転車,軽車両－自転車,自転車,自転車,対象外当事者,対象外当事者,0～24歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損壊なし,小破,対象外当事者,対象外当事者,34.2574219,135.2937939
2024,和歌山,岩出市,103,158,負傷,0,1,2024/10/15 16:57,2024,10,15,16,57,火,その他,昼－暮,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,自転車,貨物車,対象外当事者,75歳以上,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2727722,135.315165
2024,和歌山,紀の川市,103,159,負傷,0,2,2024/10/12 17:55,2024,10,12,17,55,土,その他,夜－暮,晴,市街地－その他,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,75歳以上,55～64歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,装備あり 作動,その他,34.2688294,135.4079358
2024,和歌山,岩出市,103,160,負傷,0,1,2024/09/28 18:50,2024,9,28,18,50,土,その他,夜－夜,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,55～64歳,負傷,損傷なし,対象外当事者,対象外当事者,60㎞／ｈ以下,60㎞／ｈ以下,中破,中破,その他,その他,34.2618647,135.3206439
2024,和歌山,岩出市,103,161,負傷,0,1,2024/10/26 15:14,2024,10,26,15,14,土,その他,昼－昼,雨,市街地－その他,舗装－湿潤,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2687172,135.3150658
2024,和歌山,和歌山市,104,222,負傷,0,1,2024/09/14 11:50,2024,9,14,11,50,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2381528,135.2164981
2024,和歌山,和歌山市,104,223,負傷,0,1,2024/09/25 07:10,2024,9,25,7,10,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,35～44歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,20㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2386081,135.2087094
2024,和歌山,和歌山市,104,224,負傷,0,1,2024/09/15 01:45,2024,9,15,1,45,日,前日,夜－夜,曇,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両単独,二輪車－一般原付自転車,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,0～24歳,不明,損傷なし,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.2030894,135.2207414
2024,和歌山,和歌山市,104,225,負傷,0,1,2024/09/18 08:50,2024,9,18,8,50,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－普通車,軽車両－自転車,自家用,自転車,乗用車,対象外当事者,25～34歳,65～74歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2303358,135.1879617
2024,和歌山,和歌山市,104,226,負傷,0,1,2024/09/18 07:35,2024,9,18,7,35,水,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,65～74歳,25～34歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,装備あり 作動,対象外当事者,34.2578467,135.1941653
2024,和歌山,和歌山市,104,227,負傷,0,1,2024/09/15 10:00,2024,9,15,10,0,日,前日,昼－昼,曇,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,25～34歳,0～24歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,30㎞／ｈ以下,損壊なし,小破,その他,対象外当事者,34.2267014,135.1974197
2024,和歌山,和歌山市,104,228,負傷,0,1,2024/08/24 09:55,2024,8,24,9,55,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,自転車,乗用車,対象外当事者,55～64歳,45～54歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,中破,中破,その他,対象外当事者,34.2007675,135.1823808
2024,和歌山,和歌山市,104,229,負傷,0,1,2024/09/02 10:45,2024,9,2,10,45,月,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－中型車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,45～54歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2579825,135.1962442
2024,和歌山,和歌山市,104,230,負傷,0,1,2024/09/26 11:00,2024,9,26,11,0,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点滅－１灯式,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,55～64歳,75歳以上,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2328281,135.1875286
2024,和歌山,和歌山市,104,231,負傷,0,1,2024/10/04 20:30,2024,10,4,20,30,金,その他,夜－夜,曇,市街地－その他,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,35～44歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2546833,135.2487197
2024,和歌山,和歌山市,104,232,負傷,0,1,2024/10/03 03:57,2024,10,3,3,57,木,その他,夜－夜,曇,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,0～24歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2449219,135.2179369
2024,和歌山,和歌山市,104,233,負傷,0,2,2024/09/24 12:50,2024,9,24,12,50,火,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－橋,点灯－３灯式,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,65～74歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2548292,135.2002256
2024,和歌山,和歌山市,104,234,負傷,0,1,2024/10/08 18:15,2024,10,8,18,15,火,その他,夜－暮,雨,市街地－人口集中,舗装－湿潤,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,45～54歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2481572,135.2183894
2024,和歌山,和歌山市,104,235,負傷,0,1,2024/10/03 07:45,2024,10,3,7,45,木,その他,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,自転車,乗用車,対象外当事者,75歳以上,45～54歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2402456,135.2660408
2024,和歌山,和歌山市,104,236,負傷,0,1,2024/09/29 10:50,2024,9,29,10,50,日,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央線－ポストコーン,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,対象外当事者,自家用,対象外当事者,乗用車,対象外当事者,45～54歳,不明,負傷,対象外当事者,規制なし,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2294678,135.1969078
2024,和歌山,和歌山市,104,237,負傷,0,1,2024/04/02 07:10,2024,4,2,7,10,火,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,35～44歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2081083,135.1849306
2024,和歌山,和歌山市,104,238,負傷,0,1,2023/12/16 15:00,2023,12,16,15,0,土,その他,昼－昼,雨,市街地－人口集中,舗装－湿潤,単路－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,人対車両,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,25～34歳,75歳以上,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2432389,135.1941689
2024,和歌山,和歌山市,104,239,死亡,1,0,2024/10/21 10:20,2024,10,21,10,20,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点滅－３灯式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－普通車,軽車両－自転車,自家用,自転車,貨物車,対象外当事者,45～54歳,75歳以上,損傷なし,死亡,規制なし,規制なし,50㎞／ｈ以下,対象外当事者,小破,中破,その他,対象外当事者,34.24105,135.2794864
2024,和歌山,和歌山市,104,240,負傷,0,1,2024/10/11 16:35,2024,10,11,16,35,金,その他,昼－暮,晴,非市街地,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,65～74歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2420058,135.2903586
2024,和歌山,和歌山市,104,241,負傷,0,1,2024/10/16 18:10,2024,10,16,18,10,水,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,45～54歳,0～24歳,損傷なし,負傷,標準－反射式,規制なし,30㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,対象外当事者,34.234015,135.2098481
2024,和歌山,和歌山市,104,242,負傷,0,1,2024/10/23 09:10,2024,10,23,9,10,水,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,自転車,貨物車,対象外当事者,65～74歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.2506225,135.2100297
2024,和歌山,和歌山市,104,243,負傷,0,1,2024/10/20 11:15,2024,10,20,11,15,日,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,75歳以上,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2350794,135.1845317
2024,和歌山,和歌山市,104,244,負傷,0,1,2024/07/11 07:00,2024,7,11,7,0,木,その他,昼－昼,雨,市街地－その他,舗装－湿潤,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,25～34歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.25571,135.2320033
2024,和歌山,和歌山市,104,245,負傷,0,1,2024/10/15 08:00,2024,10,15,8,0,火,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,25～34歳,75歳以上,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2298531,135.2062381
2024,和歌山,和歌山市,104,246,負傷,0,1,2024/10/17 08:50,2024,10,17,8,50,木,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点付近－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2622464,135.1997017
2024,和歌山,和歌山市,104,247,負傷,0,2,2024/10/06 17:20,2024,10,6,17,20,日,その他,昼－暮,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－押ボタン式,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,55～64歳,損傷なし,損傷なし,規制なし,規制なし,指定の速度規制なし等,50㎞／ｈ以下,損壊なし,損壊なし,その他,その他,34.2448761,135.1975525
2024,和歌山,和歌山市,105,102,負傷,0,2,2024/09/26 09:20,2024,9,26,9,20,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,貨物車－準中型車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,45～54歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2252461,135.1660606
2024,和歌山,和歌山市,105,103,負傷,0,1,2024/05/22 09:29,2024,5,22,9,29,水,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,65～74歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,大破,大破,その他,装備あり 作動,34.2057811,135.1710503
2024,和歌山,和歌山市,105,104,死亡,1,1,2024/10/03 00:05,2024,10,3,0,5,木,その他,夜－夜,曇,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両単独,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,0～24歳,不明,損傷なし,対象外当事者,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,大破,対象外当事者,装備あり 作動,対象外当事者,34.1918631,135.1718917
2024,和歌山,和歌山市,105,105,負傷,0,1,2024/09/26 08:00,2024,9,26,8,0,木,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,35～44歳,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2020075,135.1637608
2024,和歌山,和歌山市,105,106,負傷,0,1,2024/07/31 20:43,2024,7,31,20,43,水,その他,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,自転車,貨物車,対象外当事者,45～54歳,65～74歳,損傷なし,負傷,規制なし,標準－反射式,50㎞／ｈ以下,対象外当事者,大破,大破,その他,対象外当事者,34.2018389,135.1691406
2024,和歌山,和歌山市,105,107,負傷,0,1,2024/10/04 21:29,2024,10,4,21,29,金,その他,夜－夜,曇,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,25～34歳,損傷なし,負傷,規制なし,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2353661,135.1770108
2024,和歌山,和歌山市,105,108,負傷,0,1,2024/07/30 15:50,2024,7,30,15,50,火,その他,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,二輪車－自動二輪－原付二種－51～125cc,二輪車－一般原付自転車,自家用,自家用,対象外当事者,対象外当事者,0～24歳,25～34歳,負傷,損傷なし,規制なし,標準－反射式,指定の速度規制なし等,指定の速度規制なし等,小破,小破,対象外当事者,対象外当事者,34.1863206,135.1706897
2024,和歌山,和歌山市,105,109,負傷,0,1,2024/09/21 10:00,2024,9,21,10,0,土,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ポストコーン,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,0～24歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.1716889,135.1869481
2024,和歌山,和歌山市,105,110,負傷,0,1,2024/09/18 22:10,2024,9,18,22,10,水,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,0～24歳,45～54歳,損傷なし,負傷,規制なし,対象外当事者,50㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2263439,135.1759725
2024,和歌山,和歌山市,105,111,負傷,0,1,2024/09/29 00:40,2024,9,29,0,40,日,その他,夜－夜,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－防護柵等,車両単独,乗用車－普通車,物件等,事業用,対象外当事者,乗用車,対象外当事者,75歳以上,不明,損傷なし,対象外当事者,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,中破,対象外当事者,その他,対象外当事者,34.2297136,135.1686453
2024,和歌山,和歌山市,105,112,負傷,0,1,2024/07/12 08:05,2024,7,12,8,5,金,その他,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,0～24歳,25～34歳,損傷なし,負傷,標準－反射式,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,中破,その他,対象外当事者,34.2286672,135.1802686
2024,和歌山,和歌山市,105,113,負傷,0,1,2024/09/28 09:45,2024,9,28,9,45,土,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,中破,中破,その他,装備あり 作動,34.2382892,135.1660992
2024,和歌山,和歌山市,105,114,負傷,0,1,2024/10/12 18:25,2024,10,12,18,25,土,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,貨物車－中型車,乗用車－普通車,事業用,自家用,貨物車,乗用車,35～44歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.1879075,135.1615175
2024,和歌山,和歌山市,105,115,負傷,0,1,2024/10/16 18:50,2024,10,16,18,50,水,その他,夜－夜,曇,市街地－人口集中,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,人対車両,乗用車－普通車,歩行者,事業用,対象外当事者,乗用車,対象外当事者,65～74歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2124583,135.158725
2024,和歌山,和歌山市,105,116,負傷,0,2,2024/10/10 18:01,2024,10,10,18,1,木,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2008072,135.1790081
2024,和歌山,和歌山市,105,117,負傷,0,2,2024/10/08 12:00,2024,10,8,12,0,火,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,55～64歳,負傷,損傷なし,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2154083,135.1775447
2024,和歌山,和歌山市,105,118,負傷,0,1,2024/10/04 06:45,2024,10,4,6,45,金,その他,昼－明,曇,市街地－人口集中,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－大,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－防護柵等,車両相互,貨物車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,事業用,自家用,貨物車,対象外当事者,25～34歳,55～64歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,対象外当事者,34.2381778,135.1768992
